iter,loss,validate_loss
262,0.00071777287,0.00064933434
263,0.00070776534,0.0006445181
264,0.000698294,0.0006402385
265,0.0006893088,0.000636692
266,0.0006807388,0.00063377374
267,0.00067260116,0.00063081965
268,0.00066488056,0.00062749756
269,0.00065751583,0.0006242389
270,0.00065051,0.0006215577
271,0.00064384623,0.0006192159
272,0.0006374693,0.00061692274
273,0.00063139753,0.00061465026
274,0.00062561984,0.00061228505
275,0.00062010274,0.0006099091
276,0.00061482115,0.00060758984
277,0.00060978567,0.0006056354
278,0.0006049633,0.0006041018
279,0.00060031324,0.0006026121
280,0.00059582473,0.0006009357
281,0.00059152156,0.00059906265
282,0.00058738544,0.0005972947
283,0.00058340374,0.000595897
284,0.00057955197,0.0005947233
285,0.0005758186,0.000593448
286,0.00057220424,0.0005918106
287,0.0005686979,0.0005899802
288,0.0005652993,0.0005883213
289,0.0005619883,0.0005868316
290,0.0005587583,0.00058529375
291,0.0005556127,0.00058340735
292,0.0005525328,0.0005811888
293,0.0005495192,0.00057896605
294,0.00054657966,0.00057689304
295,0.0005436979,0.000574903
296,0.0005408763,0.00057289196
297,0.00053810974,0.0005706506
298,0.00053539325,0.00056828855
299,0.00053272763,0.0005660362
300,0.0005301132,0.0005641041
301,0.00052753347,0.00056231365
302,0.0005249673,0.0005602224
303,0.0005224119,0.00055796443
304,0.0005198941,0.00055589067
305,0.0005174133,0.000554355
306,0.0005149384,0.00055323524
307,0.0005125262,0.0005516142
308,0.0005101431,0.00054949947
309,0.0005077925,0.0005469778
310,0.00050547416,0.0005447289
311,0.00050315977,0.0005427085
312,0.0005008419,0.0005404988
313,0.0004985532,0.0005378046
314,0.0004962855,0.0005348577
315,0.00049405976,0.00053217
316,0.00049188145,0.00053004775
317,0.00048970914,0.0005281739
318,0.0004875579,0.00052600325
319,0.00048540777,0.00052347226
320,0.00048327356,0.0005211358
321,0.00048116088,0.0005191297
322,0.00047900737,0.00051781675
323,0.00047683134,0.00051615713
324,0.0004747377,0.00051427266
325,0.000472721,0.00051299797
326,0.0004707033,0.00051162357
327,0.0004686945,0.00050984934
328,0.00046667323,0.0005073451
329,0.00046462455,0.00050455035
330,0.0004625962,0.00050201814
331,0.00046059996,0.00049992744
332,0.00045862663,0.0004980626
333,0.00045667417,0.0004960708
334,0.00045472584,0.00049384544
335,0.0004527816,0.00049179443
336,0.0004508425,0.00049054396
337,0.00044887996,0.0004893609
338,0.00044694633,0.00048791786
339,0.00044501814,0.00048635385
340,0.0004430928,0.00048470547
341,0.00044118665,0.0004828962
342,0.0004392596,0.00048135794
343,0.00043731573,0.00047966282
344,0.00043538155,0.00047752104
345,0.00043346896,0.00047468822
346,0.00043158513,0.00047221433
347,0.00042973855,0.00047063513
348,0.00042789467,0.00046937118
349,0.00042611867,0.00046709564
350,0.00042433196,0.00046430953
351,0.00042256847,0.0004620796
352,0.00042082497,0.0004608382
353,0.00041907304,0.00045946546
354,0.0004173535,0.00045749228
355,0.00041563,0.00045521095
356,0.00041392274,0.00045343942
357,0.0004122249,0.000452143
358,0.0004105435,0.00045096662
359,0.00040886246,0.000449245
360,0.0004071847,0.00044723533
361,0.00040552422,0.00044567388
362,0.00040387563,0.00044446424
363,0.00040223091,0.00044298568
364,0.00040059126,0.00044079294
365,0.00039895467,0.00043850794
366,0.00039734077,0.00043683575
367,0.0003957317,0.0004356507
368,0.0003941305,0.00043440016
369,0.0003925378,0.0004327457
370,0.00039094896,0.00043076507
371,0.000389366,0.00042898266
372,0.00038779422,0.00042760334
373,0.00038622788,0.0004262803
374,0.00038467144,0.00042466982
375,0.00038312012,0.0004229372
376,0.00038157759,0.00042143982
377,0.00038004352,0.00042019185
378,0.0003785125,0.00041888646
379,0.0003769885,0.0004171822
380,0.00037547143,0.0004153519
381,0.00037396338,0.00041362524
382,0.0003724657,0.0004124291
383,0.00037096805,0.0004112371
384,0.00036948145,0.00040960734
385,0.0003679975,0.000407818
386,0.00036652343,0.0004063788
387,0.0003650562,0.0004052359
388,0.00036359462,0.0004039079
389,0.00036214135,0.00040219788
390,0.0003606932,0.00040045203
391,0.0003592538,0.00039899632
392,0.0003578195,0.00039766153
393,0.00035638802,0.00039628538
394,0.00035496338,0.00039452157
395,0.0003535459,0.00039249193
396,0.00035213874,0.0003909209
397,0.00035073713,0.00038987148
398,0.00034933694,0.0003887044
399,0.00034794852,0.0003867598
400,0.00034656213,0.0003851296
401,0.0003451854,0.00038400682
402,0.00034381342,0.0003824589
403,0.00034244568,0.00038048558
404,0.000341086,0.00037895737
405,0.00033973236,0.00037776955
406,0.0003383837,0.0003764112
407,0.00033704046,0.000374763
408,0.00033570238,0.00037324443
409,0.0003343755,0.00037188717
410,0.0003330499,0.00037029723
411,0.0003317304,0.0003688272
412,0.0003304186,0.00036737564
413,0.00032911226,0.0003659037
414,0.00032781114,0.00036449038
415,0.00032651573,0.00036332273
416,0.00032522742,0.0003615989
417,0.00032394342,0.00036025737
418,0.0003226643,0.00035895512
419,0.00032139252,0.0003575381
420,0.00032012514,0.0003561154
421,0.0003188633,0.00035498515
422,0.00031760777,0.00035337315
423,0.0003163574,0.00035195184
424,0.00031511282,0.0003507985
425,0.00031387282,0.0003495814
426,0.00031263937,0.00034787922
427,0.00031141122,0.0003465395
428,0.00031018732,0.00034552318
429,0.00030896906,0.00034428612
430,0.00030775816,0.00034245892
431,0.00030655085,0.00034124163
432,0.00030534752,0.00034017192
433,0.00030415182,0.0003388072
434,0.0003029594,0.00033728775
435,0.00030177273,0.00033603914
436,0.0003005924,0.0003351729
437,0.00029941835,0.00033359748
438,0.00029824392,0.00033202927
439,0.0002970797,0.00033101474
440,0.0002959184,0.0003299031
441,0.00029476444,0.00032845262
442,0.00029361132,0.00032705357
443,0.0002924674,0.00032612798
444,0.00029132658,0.00032478597
445,0.00029019016,0.00032318308
446,0.00028906146,0.00032208578
447,0.00028793432,0.00032116112
448,0.0002868145,0.00031989918
449,0.00028569726,0.00031823615
450,0.0002845904,0.0003172787
451,0.00028347952,0.00031650133
452,0.00028238472,0.00031479396
453,0.00028128218,0.00031319584
454,0.00028019646,0.0003124936
455,0.00027910343,0.0003116358
456,0.0002780249,0.00030994925
457,0.0002769438,0.00030869487
458,0.00027587268,0.00030794617
459,0.00027480206,0.0003068107
460,0.00027373937,0.00030508256
461,0.0002726827,0.0003040607
462,0.00027162503,0.0003034203
463,0.00027057924,0.0003021307
464,0.00026953037,0.00030052516
465,0.0002684914,0.00029958162
466,0.0002674523,0.00029874928
467,0.00026642226,0.00029733885
468,0.00026539312,0.00029599597
469,0.00026437224,0.00029504826
470,0.000263351,0.00029419886
471,0.00026233774,0.00029285974
472,0.00026132775,0.00029159486
473,0.00026032267,0.00029077765
474,0.0002593193,0.0002896826
475,0.00025832237,0.0002882989
476,0.00025733042,0.0002872827
477,0.0002563413,0.0002864938
478,0.00025535616,0.00028542112
479,0.00025437624,0.00028388458
480,0.00025340068,0.00028282485
481,0.00025242835,0.00028212086
482,0.00025146327,0.00028097746
483,0.00025049748,0.0002796197
484,0.0002495399,0.00027878874
485,0.00024858382,0.00027794068
486,0.00024763244,0.0002767169
487,0.00024668398,0.0002754311
488,0.00024574331,0.00027446306
489,0.00024480422,0.00027368075
490,0.00024386801,0.00027264206
491,0.00024293817,0.00027139948
492,0.0002420127,0.00027048384
493,0.00024109006,0.0002696592
494,0.00024017411,0.00026846013
495,0.00023925766,0.00026742538
496,0.00023834787,0.00026662604
497,0.00023744321,0.00026557076
498,0.0002365391,0.00026434832
499,0.00023564085,0.00026346828
